Energy,Total Scattered Spectrum
10.52,20.180185101537596
10.6,19.854119392928464
10.61,19.836306000340482
10.62,19.818492607752493
10.6,19.773756738800014
10.61,19.756015448705174
10.62,19.738274158610334
10.6,12.984289878986909
10.61,12.972640193170427
10.62,12.960990507353943
10.7,4.360699671456378
10.71,4.3567517698208515
10.72,4.352803868185325
10.7,4.294435732347346
10.71,4.290547821890598
10.72,4.286659911433849
10.7,8.750751375464523
10.71,8.742828998719935
10.72,8.734906621975346
10.8,6.471033549587691
10.81,6.465121561755316
10.82,6.459209573922944
10.8,8.608404153183033
10.81,8.600539446529947
10.82,8.592674739876864
10.8,0.0
10.81,0.0
10.82,0.0
10.9,8.5071331060029
10.91,8.49928925937775
10.92,8.491445412752604
10.9,2.164737343895256
10.91,2.1627413873846826
10.92,2.160745430874109
10.9,0.0
10.91,0.0
10.92,0.0
11.0,8.530571104599563
11.01,8.522632450486526
11.02,8.514693796373491
11.0,12.764296057148842
11.01,12.752417446660566
11.02,12.740538836172286
11.0,12.567929650798446
11.01,12.556233781296713
11.02,12.54453791179498
11.1,2.1085628326851196
11.11,2.1068163545087035
11.12,2.1050698763322875
11.1,16.49343076550138
11.11,16.47976960424042
11.12,16.466108442979458
11.1,10.530989142953926
11.11,10.522266546487202
11.12,10.513543950020477
11.2,6.132223398233805
11.21,6.127101785532186
11.22,6.121980172830568
11.2,10.276817400138842
11.21,10.268234236233898
11.22,10.259651072328959
11.2,10.32089611595113
11.21,10.31227613764852
11.22,10.303656159345909
11.3,4.0836024957399
11.31,4.0801631592159096
11.32,4.076723822691923
11.3,8.202030033377351
11.31,8.195122029600276
11.32,8.1882140258232
11.3,2.080118147146666
11.31,2.078366207205117
11.32,2.0766142672635692
11.4,1.9163412397422097
11.41,1.914713528698928
11.42,1.9130858176556462
11.4,1.947719673605834
11.41,1.9460653101990477
11.42,1.9444109467922612
11.4,4.048992727507848
11.41,4.045553574793262
11.42,4.042114422078677
11.5,10.055491994389321
11.51,10.04687784547065
11.52,10.038263696551976
11.5,0.0
11.51,0.0
11.52,0.0
11.5,11.952276345970184
11.51,11.942037295666255
11.52,11.931798245362327
11.6,3.8961218065123973
11.61,3.8927553110291595
11.62,3.8893888155459213
11.6,3.9103137232997653
11.61,3.9069349651034666
11.62,3.903556206907167
11.6,7.868673314781176
11.61,7.861874283721879
11.62,7.85507525266258
11.7,1.9992550983131647
11.71,1.99751255890968
11.72,1.9957700195061947
11.7,7.841715921773864
11.71,7.834881126656344
11.72,7.828046331538825
11.7,7.834003420377436
11.71,7.827175347432387
11.72,7.820347274487339
11.8,7.845208867458491
11.81,7.839144181315968
11.82,7.833079495173443
11.8,3.943062976094019
11.81,3.940014817683679
11.82,3.936966659273339
11.8,7.830932687530956
11.81,7.824879037493659
11.82,7.818825387456359
11.9,3.8975265049850907
11.91,3.894490075322563
11.92,3.891453645660037
11.9,1.9228765521001605
11.91,1.921378504712232
11.92,1.9198804573243038
11.9,1.9498153164466718
11.91,1.948296281988347
11.92,1.9467772475300213
12.0,1.9415350818810184
12.01,1.9400106217224253
12.02,1.9384861615638327
12.0,3.7701854303255975
12.01,3.767225145171506
12.02,3.7642648600174162
12.0,1.7914239685199809
12.01,1.7900173730416693
12.02,1.7886107775633577
12.1,0.0
12.11,0.0
12.12,0.0
12.1,1.9120244712555265
12.11,1.9105113011711075
12.12,1.9089981310866881
12.1,1.920659928670068
12.11,1.9191399245121203
12.12,1.9176199203541726
12.1,3.732326381324166
12.11,3.7293726300984824
12.12,3.726418878872799
12.2,3.782497785738517
12.21,3.779480449923315
12.22,3.776463114108113
12.2,0.0
12.21,0.0
12.22,0.0
12.2,3.784900051564119
