 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,       MG_WT,  MG_FIT_UNC,  MG_SYS_UNC,  MG_TOT_UNC,       AL_WT,  AL_FIT_UNC,  AL_SYS_UNC,  AL_TOT_UNC,       SI_WT,  SI_FIT_UNC,  SI_SYS_UNC,  SI_TOT_UNC,       FE_WT,  FE_FIT_UNC,  FE_SYS_UNC,  FE_TOT_UNC
       27.45,      108.34,       21.84,      108.82,       22.20,      109.69,       27.87,      109.21,        4.18,        0.16,        1.32,        1.33,       13.53,        0.32,        3.63,        3.65,       15.46,        0.54,        4.38,        4.41,        8.17,        0.40,        4.10,        4.12
       22.64,      108.43,       17.01,      108.83,       17.31,      109.70,       23.00,      109.30,        4.96,        0.37,        1.32,        1.37,       13.57,        1.25,        3.63,        3.84,       14.29,        1.48,        4.38,        4.62,       10.02,        0.71,        4.10,        4.17
       25.59,      107.29,       19.97,      107.74,       20.31,      108.60,       25.99,      108.15,        4.72,        0.20,        1.32,        1.34,       14.37,        0.40,        3.63,        3.65,       17.78,        0.68,        4.38,        4.43,        8.48,        0.52,        4.10,        4.14
       15.98,      107.46,       10.32,      107.74,       10.51,      108.62,       16.25,      108.33,        4.62,        0.19,        1.32,        1.33,       15.58,        0.39,        3.63,        3.65,       16.04,        0.66,        4.38,        4.43,        9.49,        0.50,        4.10,        4.13
      -66.79,      108.00,      -72.27,      109.91,      -71.68,      111.83,      -66.21,      109.52,        4.27,        0.39,        1.32,        1.38,       13.76,        0.77,        3.63,        3.71,       15.08,        1.36,        4.38,        4.58,        9.58,        1.05,        4.10,        4.23
      -71.66,      108.06,      -77.14,      110.66,      -76.55,      113.23,      -71.08,      109.98,        4.20,        0.46,        1.32,        1.40,       11.99,        0.87,        3.63,        3.74,       13.76,        1.64,        4.38,        4.68,       13.69,        1.31,        4.10,        4.31
       41.36,       99.54,       35.63,       99.68,       35.65,      100.74,       41.37,      100.68,        3.29,        0.25,        1.32,        1.34,       14.97,        1.35,        3.63,        3.88,       17.14,        1.47,        4.38,        4.62,        5.06,        0.52,        4.10,        4.14
        2.58,      100.13,       -3.16,      100.19,       -3.14,      101.09,        2.59,      101.03,        4.74,        0.25,        1.32,        1.34,       13.44,        0.88,        3.63,        3.74,       16.58,        1.03,        4.38,        4.50,        7.23,        0.47,        4.10,        4.13
      -45.82,      100.56,      -51.55,      100.64,      -51.53,      102.06,      -45.80,      101.83,        4.20,        0.41,        1.32,        1.38,       13.13,        1.62,        3.63,        3.98,       14.54,        1.82,        4.38,        4.74,        6.43,        0.72,        4.10,        4.17
       60.86,       94.25,       55.15,       94.63,       55.17,       96.09,       60.88,       95.95,        2.90,        0.22,        1.32,        1.34,       17.28,        0.55,        3.63,        3.67,       20.21,        0.85,        4.38,        4.46,        3.71,        0.61,        4.10,        4.15
       51.12,       94.82,       45.40,       95.05,       45.42,       96.27,       51.14,       96.17,        3.54,        0.16,        1.32,        1.33,       17.02,        0.38,        3.63,        3.65,       23.09,        0.53,        4.38,        4.41,        2.19,        0.33,        4.10,        4.12
      -49.33,       93.17,      -55.06,       93.28,      -55.04,       94.84,      -49.31,       94.55,        3.40,        0.34,        1.32,        1.36,       11.19,        1.35,        3.63,        3.88,       13.40,        1.57,        4.38,        4.65,        7.65,        0.72,        4.10,        4.17
      -73.58,       94.05,      -79.30,       94.78,      -79.23,       99.38,      -73.53,       97.11,        2.86,        0.43,        1.32,        1.39,       12.03,        2.26,        3.63,        4.28,       16.78,        2.44,        4.38,        5.01,        3.33,        0.81,        4.10,        4.18
      -78.44,       94.63,      -84.15,       96.51,      -84.04,      104.70,      -78.38,       98.89,        3.22,        0.44,        1.32,        1.39,       17.34,        1.04,        3.63,        3.78,       20.17,        1.70,        4.38,        4.69,        3.01,        1.27,        4.10,        4.30
       85.21,       76.70,       79.59,       84.56,       79.65,       88.97,       85.34,       86.14,        2.79,        0.27,        1.32,        1.35,       15.79,        0.66,        3.63,        3.69,       23.42,        1.01,        4.38,        4.49,        3.43,        0.72,        4.10,        4.17
       80.38,       84.00,       76.34,       86.13,       76.38,       89.53,       80.45,       88.77,        2.43,        0.18,        1.32,        1.33,       16.23,        0.45,        3.63,        3.66,       23.75,        0.65,        4.38,        4.42,        2.50,        0.43,        4.10,        4.13
       65.86,       72.25,       60.14,       72.78,       60.17,       74.50,       65.89,       74.33,        2.78,        0.16,        1.32,        1.33,       19.79,        0.43,        3.63,        3.66,       21.92,        0.61,        4.38,        4.42,        2.72,        0.40,        4.10,        4.12
       71.57,       67.36,       65.86,       68.14,       65.88,       70.21,       71.60,       69.99,        3.18,        0.24,        1.32,        1.34,       17.20,        0.59,        3.63,        3.68,       19.59,        0.95,        4.38,        4.48,        5.04,        0.70,        4.10,        4.16
       52.14,       69.04,       46.41,       69.25,       46.43,       70.54,       52.16,       70.47,        4.55,        0.19,        1.32,        1.33,       16.96,        0.42,        3.63,        3.66,       18.92,        0.63,        4.38,        4.42,        5.59,        0.44,        4.10,        4.13
       37.64,       69.48,       31.90,       69.60,       31.91,       70.68,       37.65,       70.63,        5.38,        0.18,        1.32,        1.33,       15.40,        0.35,        3.63,        3.65,       17.86,        0.57,        4.38,        4.41,        7.79,        0.41,        4.10,        4.12
       32.81,       69.58,       27.07,       69.68,       27.08,       70.71,       32.82,       70.67,        5.55,        0.18,        1.32,        1.33,       15.77,        0.35,        3.63,        3.65,       17.90,        0.56,        4.38,        4.41,        6.84,        0.40,        4.10,        4.12
        8.74,       69.89,        2.99,       69.95,        3.00,       70.90,        8.75,       70.85,        5.96,        0.17,        1.32,        1.33,       13.66,        0.29,        3.63,        3.64,       17.57,        0.50,        4.38,        4.40,       10.13,        0.37,        4.10,        4.12
        3.93,       69.94,       -1.82,       69.99,       -1.81,       70.94,        3.95,       70.89,        5.53,        0.16,        1.32,        1.33,       13.70,        0.28,        3.63,        3.64,       16.57,        0.48,        4.38,        4.40,        9.29,        0.35,        4.10,        4.12
      -53.83,       70.42,      -59.57,       70.51,      -59.55,       72.28,      -53.82,       71.96,        4.44,        0.64,        1.32,        1.47,       11.69,        2.07,        3.63,        4.18,       11.67,        2.48,        4.38,        5.03,        8.52,        1.19,        4.10,        4.27
      -68.37,       70.71,      -74.10,       70.96,      -74.06,       74.12,      -68.34,       73.10,        4.03,        0.31,        1.32,        1.36,       15.40,        0.66,        3.63,        3.69,       17.03,        1.09,        4.38,        4.51,        7.26,        0.81,        4.10,        4.18
       75.47,       65.48,       69.77,       66.64,       69.80,       69.04,       75.51,       68.75,        4.31,        0.34,        1.32,        1.36,       18.16,        0.80,        3.63,        3.72,       17.64,        1.27,        4.38,        4.56,        5.33,        0.93,        4.10,        4.21
       70.60,       66.51,       64.89,       67.21,       64.92,       69.20,       70.63,       69.01,        3.32,        0.25,        1.32,        1.34,       18.40,        0.63,        3.63,        3.69,       19.07,        0.97,        4.38,        4.48,        4.48,        0.69,        4.10,        4.16
       51.18,       68.03,       45.45,       68.23,       45.46,       69.50,       51.19,       69.43,        4.35,        0.16,        1.32,        1.33,       15.99,        0.35,        3.63,        3.65,       21.09,        0.56,        4.38,        4.41,        6.53,        0.40,        4.10,        4.12
       46.34,       68.20,       40.60,       68.36,       40.62,       69.54,       46.35,       69.49,        4.43,        0.15,        1.32,        1.33,       15.84,        0.31,        3.63,        3.65,       20.07,        0.49,        4.38,        4.40,        6.55,        0.35,        4.10,        4.12
       41.50,       68.33,       35.76,       68.47,       35.78,       69.58,       41.51,       69.53,        4.62,        0.15,        1.32,        1.33,       15.40,        0.30,        3.63,        3.65,       20.85,        0.49,        4.38,        4.40,        6.73,        0.35,        4.10,        4.12
       36.67,       68.44,       30.93,       68.55,       30.94,       69.62,       36.69,       69.58,        5.07,        0.15,        1.32,        1.33,       16.01,        0.31,        3.63,        3.65,       20.13,        0.47,        4.38,        4.40,        5.66,        0.32,        4.10,        4.12
       31.85,       68.53,       26.10,       68.63,       26.12,       69.66,       31.86,       69.61,        4.87,        0.14,        1.32,        1.33,       15.52,        0.29,        3.63,        3.64,       18.13,        0.46,        4.38,        4.40,        6.07,        0.32,        4.10,        4.12
       17.40,       68.74,       11.65,       68.80,       11.66,       69.76,       17.41,       69.72,        5.71,        0.15,        1.32,        1.33,       14.17,        0.28,        3.63,        3.64,       18.22,        0.46,        4.38,        4.40,        9.19,        0.34,        4.10,        4.12
